ID,Name,Nationality,Overall,Potential,Club
221660,V. Lindelöf,Sweden,79,86,Manchester United
221130,Y. Cardinale,France,79,85,OGC Nice
220440,C. Lenglet,France,79,84,Sevilla FC
218339,M. Dahoud,Germany,79,87,Borussia Dortmund
216150,D. Zappacosta,Italy,79,83,Chelsea
215466,N. Maksimović,Serbia,79,83,Napoli
215259,E. Rigoni,Argentina,79,85,Zenit St. Petersburg
215057,I. Marcone,Argentina,79,82,Club Atlético Lanús
215051,L. López,Argentina,79,80,SL Benfica
214997,A. Correa,Argentina,79,87,Atlético Madrid
213345,K. Coman,France,79,86,FC Bayern Munich
213150,S. Kritsyuk,Russia,79,82,FC Krasnodar
212886,W. Cyprien,France,79,87,OGC Nice
212602,Diego Llorente,Spain,79,87,Real Sociedad
212523,Anderson Talisca,Brazil,79,84,Beşiktaş JK
212501,L. Dendoncker,Belgium,79,86,RSC Anderlecht
212150,M. Meyer,Germany,79,86,FC Schalke 04
211688,Gayà,Spain,79,84,Valencia CF
211381,S. Boufal,Morocco,79,84,Southampton
211354,M. Benassi,Italy,79,86,Fiorentina
211256,N. Tagliafico,Argentina,79,84,Independiente
210864,E. Hysaj,Albania,79,83,Napoli
210514,João Cancelo,Portugal,79,86,Inter
210413,A. Romagnoli,Italy,79,87,Milan
208777,Óliver Torres,Spain,79,85,FC Porto
208128,H. Çalhanoğlu,Turkey,79,83,Milan
208093,Gerard Moreno,Spain,79,83,RCD Espanyol
207948,B. Traoré,Burkina Faso,79,85,Olympique Lyonnais
207441,L. Vietto,Argentina,79,86,Atlético Madrid
207439,L. Paredes,Argentina,79,84,Zenit St. Petersburg
206511,M. Arnold,Germany,79,84,VfL Wolfsburg
206113,S. Gnabry,Germany,79,87,TSG 1899 Hoffenheim
205988,L. Shaw,England,79,84,Manchester United
205678,E. Višća,Bosnia Herzegovina,79,79,İstanbul Başakşehir FK
205525,Bernard,Brazil,79,84,Shakhtar Donetsk
205407,D. Baselli,Italy,79,84,Torino
205175,A. Milik,Poland,79,86,Napoli
205069,Bernat,Spain,79,83,FC Bayern Munich
204638,W. Orban,Germany,79,82,RB Leipzig
204523,Rubén Pardo,Spain,79,83,Real Sociedad
204311,K. Zouma,France,79,86,Stoke City
204024,C. Kramer,Germany,79,82,Borussia Mönchengladbach
203890,S. Vrsaljko,Croatia,79,83,Atlético Madrid
203757,Zé Luís,Cape Verde,79,81,Spartak Moscow
203574,J. Stones,England,79,85,Manchester City
202849,J. Vestergaard,Denmark,79,84,Borussia Mönchengladbach
202642,Fernando,Brazil,79,84,Spartak Moscow
202556,M. Depay,Netherlands,79,84,Olympique Lyonnais
201988,F. Fernández,Argentina,79,79,Swansea City
201956,S. Sané,Senegal,79,81,Hannover 96
201858,N. Sansone,Italy,79,82,Villarreal CF
201533,P. Ntep,France,79,82,VfL Wolfsburg
201454,F. Ghoulam,Algeria,79,82,Napoli
201377,J. Murillo,Colombia,79,83,Valencia CF
201305,Gabriel Paulista,Brazil,79,81,Valencia CF
201262,V. Darida,Czech Republic,79,80,Hertha BSC Berlin
201118,Cédric,Portugal,79,82,Southampton
201049,L. Tonelli,Italy,79,81,Napoli
201046,R. Saponara,Italy,79,82,Fiorentina
201042,D. Sidibé,France,79,82,AS Monaco
200641,Y. Konoplyanka,Ukraine,79,79,FC Schalke 04
200458,L. Digne,France,79,84,FC Barcelona
200454,Paco Alcácer,Spain,79,85,FC Barcelona
199977,Vicente Gómez,Spain,79,79,UD Las Palmas
199952,E. Çolak,Turkey,79,82,RC Deportivo de La Coruña
199852,N. Jørgensen,Denmark,79,81,Feyenoord
199576,Oriol Romeu,Spain,79,81,Southampton
199561,Nolito,Spain,79,79,Sevilla FC
199550,B. Martins Indi,Netherlands,79,82,Stoke City
198683,M. Gabbiadini,Italy,79,83,Southampton
198077,P. Herrmann,Germany,79,80,Borussia Mönchengladbach
197948,F. Lejeune,France,79,83,Newcastle United
195363,J. Bruma,Netherlands,79,83,VfL Wolfsburg
194957,P. Jones,England,79,80,Manchester United
194911,Adrián,Spain,79,79,West Ham United
194174,Keko,Spain,79,82,Málaga CF
193887,H. Pérez,Paraguay,79,79,RCD Espanyol
193171,Jaume Costa,Spain,79,79,Villarreal CF
193105,A. Areola,France,79,86,Paris Saint-Germain
192679,Escudero,Spain,79,79,Sevilla FC
192565,Y. Mallı,Turkey,79,81,VfL Wolfsburg
192086,A. Kokorin,Russia,79,81,Zenit St. Petersburg
191210,S. Corchia,France,79,80,Sevilla FC
190875,J. Kucka,Slovakia,79,79,Trabzonspor
190778,J. Zoet,Netherlands,79,82,PSV
190544,A. Ljajić,Serbia,79,82,Torino
190286,Canales,Spain,79,82,Real Sociedad
190243,M. Hitz,Switzerland,79,79,FC Augsburg
190223,Balenziaga,Spain,79,79,Athletic Club de Bilbao
189963,W. Bony,Ivory Coast,79,79,Swansea City
189433,B. Hübner,Germany,79,79,TSG 1899 Hoffenheim
189271,F. Coquelin,France,79,80,Arsenal
189169,Jonathas,Brazil,79,79,Hannover 96
188955,G. Bou,Argentina,79,80,Club Tijuana
188524,V. Babacan,Turkey,79,80,İstanbul Başakşehir FK
188428,S. Doumbia,Ivory Coast,79,79,Sporting CP
187457,C. Noboa,Ecuador,79,79,Zenit St. Petersburg
187347,I. Smolnikov,Russia,79,79,Zenit St. Petersburg
187324,Maurício,Brazil,79,79,Lazio
186307,M. Fabián,Mexico,79,79,Eintracht Frankfurt
186148,R. Zieler,Germany,79,80,VfB Stuttgart
186132,D. Drinkwater,England,79,80,Chelsea
185103,A. Kolarov,Serbia,79,79,Roma
184949,Mariano,Brazil,79,79,Galatasaray SK
184881,S. Feghouli,Algeria,79,79,Galatasaray SK
184477,K. Papadopoulos,Greece,79,82,Hamburger SV
184069,S. Wagner,Germany,79,79,TSG 1899 Hoffenheim
183899,P. Piatti,Argentina,79,79,RCD Espanyol
183893,C. Yacob,Argentina,79,79,West Bromwich Albion
183855,A. Ogbonna,Italy,79,79,West Ham United
183666,Roberto,Spain,79,79,Málaga CF
183108,N. Amrabat,Morocco,79,79,CD Leganés
181402,W. Vainqueur,France,79,79,Antalyaspor
180334,Marcelo,Brazil,79,79,Olympique Lyonnais
178424,Antunes,Portugal,79,79,Getafe CF
177723,Fabricio,Spain,79,80,Beşiktaş JK
177578,S. Prödl,Austria,79,79,Watford
177519,S. Tasci,Germany,79,79,Spartak Moscow
177159,F. Johnson,United States,79,79,Borussia Mönchengladbach
176993,Bojan,Spain,79,80,Deportivo Alavés
176944,M. Fellaini,Belgium,79,79,Manchester United
176731,P. Wernbloom,Sweden,79,79,CSKA Moscow
176571,A. Ayew,Ghana,79,79,West Ham United
176550,D. Ospina,Colombia,79,79,Arsenal
176285,W. Reid,New Zealand,79,80,West Ham United
176266,Lucas Leiva,Brazil,79,79,Lazio
173474,Z. Junuzović,Austria,79,79,SV Werder Bremen
173306,C. Ansaldi,Argentina,79,79,Torino
172962,V. Moses,Nigeria,79,81,Chelsea
172290,D. Zurutuza,France,79,79,Real Sociedad
172114,D. Valeri,Argentina,79,79,Portland Timbers
171791,José Fonte,Portugal,79,79,West Ham United
170797,N. Şahin,Turkey,79,79,Borussia Dortmund
170733,Gervinho,Ivory Coast,79,79,
170369,G. dos Santos,Mexico,79,79,LA Galaxy
169596,R. Shawcross,England,79,79,Stoke City
169588,J. Evans,Northern Ireland,79,79,West Bromwich Albion
168435,S. Sirigu,Italy,79,79,Torino
168320,A. Gyan,Ghana,79,79,Kayserispor
167943,Y. Cabaye,France,79,79,Crystal Palace
166072,Danilo,Brazil,79,79,Udinese
165501,N. Pareja,Argentina,79,79,Sevilla FC
165109,S. Radu,Romania,79,79,Lazio
160741,D. Abraham,Argentina,79,79,Eintracht Frankfurt
159240,M. Krohn-Dehli,Denmark,79,79,Sevilla FC
159171,Jurado,Spain,79,79,RCD Espanyol
159145,B. Gomis,France,79,79,Galatasaray SK
156519,H. Herrera,Mexico,79,80,FC Porto
148711,Luisão,Brazil,79,79,SL Benfica
148122,V. Berezutskiy,Russia,79,79,CSKA Moscow
148119,I. Akinfeev,Russia,79,79,CSKA Moscow
147782,I. Denisov,Russia,79,79,Lokomotiv Moscow
147621,A. Samedov,Russia,79,79,Spartak Moscow
146482,Xabi Prieto,Spain,79,79,Real Sociedad
146439,Negredo,Spain,79,79,Beşiktaş JK
142902,A. Pyatov,Ukraine,79,79,Shakhtar Donetsk
142784,P. Zabaleta,Argentina,79,79,West Ham United
140233,G. Ochoa,Mexico,79,79,Standard de Liège
139062,W. Caballero,Argentina,79,79,Chelsea
137809,Vágner Love,Brazil,79,79,Alanyaspor
137677,M. Vorm,Netherlands,79,79,Tottenham Hotspur
137351,D. Baier,Germany,79,79,FC Augsburg
135451,Gomes,Brazil,79,79,Watford
121933,R. Adler,Germany,79,79,1. FSV Mainz 05
49031,S. Sorrentino,Italy,79,79,Chievo Verona
8473,T. Rosický,Czech Republic,79,79,Sparta Praha
7763,A. Pirlo,Italy,79,79,New York City Football Club
6826,G. Barry,England,79,79,West Bromwich Albion
80,E. Belözoğlu,Turkey,79,79,İstanbul Başakşehir FK
229909,A. Lunev,Russia,78,80,Zenit St. Petersburg
228941,André Silva,Portugal,78,86,Milan
228687,K. Dolberg,Denmark,78,88,Ajax
227950,Yeray,Spain,78,84,Athletic Club de Bilbao
227796,C. Pulisic,United States,78,89,Borussia Dortmund
227234,L. Tousart,France,78,87,Olympique Lyonnais
226753,A. Onana,Cameroon,78,85,Ajax
225199,V. Koziello,France,78,85,OGC Nice
225028,N. Radoja,Serbia,78,83,RC Celta de Vigo
223874,V. Rongier,France,78,84,FC Nantes
223627,O. Al Soma,Syria,78,78,Al Ahli
223061,F. Cervi,Argentina,78,85,SL Benfica
223033,Jorge Meré,Spain,78,84,1. FC Köln
222943,Jony,Spain,78,79,Málaga CF
222558,R. Karsdorp,Netherlands,78,84,Roma
222509,Dani Ceballos,Spain,78,88,Real Madrid CF
221992,H. Lozano,Mexico,78,85,PSV
221540,Raúl,Brazil,78,79,SC Braga
221087,Pau López,Spain,78,83,RCD Espanyol
219985,M. Vecino,Uruguay,78,81,Inter
219932,A. Sanabria,Paraguay,78,86,Real Betis Balompié
219576,R. Battaglia,Argentina,78,80,Sporting CP
219411,J. Izquierdo,Colombia,78,80,Brighton & Hove Albion
217877,T. Bongonda,Belgium,78,84,Trabzonspor
216778,Rúben Semedo,Portugal,78,85,Villarreal CF
216547,Rafa,Portugal,78,83,SL Benfica
216475,Morales,Spain,78,78,Levante UD
216189,Capa,Spain,78,83,SD Eibar
216065,M. Sportiello,Italy,78,82,Fiorentina
215333,D. Zapata,Colombia,78,81,Sampdoria
215061,D. Benedetto,Argentina,78,79,Boca Juniors
213582,A. Ruiz,Argentina,78,84,Sporting CP
213400,D. Laxalt,Uruguay,78,82,Genoa
213135,D. Origi,Belgium,78,85,VfL Wolfsburg
212977,N. Stark,Germany,78,85,Hertha BSC Berlin
212911,Hernâni,Portugal,78,79,FC Porto
212230,Iuri Medeiros,Portugal,78,85,Sporting CP
212198,Bruno Fernandes,Portugal,78,85,Sporting CP
212153,R. Gagliardini,Italy,78,85,Inter
211119,Pedro Santos,Portugal,78,78,Columbus Crew SC
210930,Carles Gil,Spain,78,83,RC Deportivo de La Coruña
210679,Paulo Oliveira,Portugal,78,82,SD Eibar
210333,A. Szymanowski,Argentina,78,78,CD Leganés
210282,Bruno Peres,Brazil,78,78,Roma
209997,K. Wimmer,Austria,78,83,Stoke City
209307,Tiago Volpi,Brazil,78,80,Querétaro
208574,F. Kostić,Serbia,78,83,Hamburger SV
208230,A. Samaris,Greece,78,78,SL Benfica
208135,A. Doucouré,France,78,84,Watford
207939,G. Pizarro,Argentina,78,80,Sevilla FC
207877,J. Martínez,Venezuela,78,81,Atlanta United FC
207862,M. Ginter,Germany,78,82,Borussia Mönchengladbach
207494,J. Lingard,England,78,80,Manchester United
206591,M. Weiser,Germany,78,85,Hertha BSC Berlin
206225,D. Cheryshev,Russia,78,79,Villarreal CF
206222,Bigas,Spain,78,81,UD Las Palmas
206198,D. Heintz,Germany,78,82,1. FC Köln
205923,B. Davies,Wales,78,82,Tottenham Hotspur
205633,L. Castro,Argentina,78,78,Chievo Verona
205569,J. Ward-Prowse,England,78,86,Southampton
205114,T. Inui,Japan,78,78,SD Eibar
204923,M. Sabitzer,Austria,78,82,RB Leipzig
204884,B. Mendy,France,78,86,Manchester City
204838,R. Jiménez,Mexico,78,80,SL Benfica
204819,E. Sala,Argentina,78,80,FC Nantes
204240,B. Reynet,France,78,80,Dijon FCO
204077,M. Niang,France,78,85,Torino
203980,K. Fortounis,Greece,78,82,Olympiakos CFP
203895,Pozuelo,Spain,78,81,KRC Genk
203627,Joãozinho,Brazil,78,78,FC Krasnodar
203605,P. Kadeřábek,Czech Republic,78,82,TSG 1899 Hoffenheim
203535,T. Vilhena,Netherlands,78,84,Feyenoord
203362,M. Elyounoussi,Norway,78,84,FC Basel
203106,L. Bittencourt,Germany,78,82,1. FC Köln
202648,Sergi Darder,Spain,78,84,RCD Espanyol
202325,D. Demme,Germany,78,81,RB Leipzig
201878,V. Eysseric,France,78,80,Fiorentina
201508,G. Ramírez,Uruguay,78,81,Sampdoria
201505,David López,Spain,78,78,RCD Espanyol
201325,C. Tătăruşanu,Romania,78,78,FC Nantes
201144,M. Badelj,Croatia,78,78,Fiorentina
201143,A. Mandi,Algeria,78,83,Real Betis Balompié
201119,Ismaily,Brazil,78,78,Shakhtar Donetsk
201095,A. Marchesín,Argentina,78,79,Club América
201013,L. Teodorczyk,Poland,78,80,RSC Anderlecht
200798,Marafona,Portugal,78,78,SC Braga
200726,B. Lecomte,France,78,83,Montpellier Hérault SC
200529,N. Chadli,Belgium,78,78,West Bromwich Albion
200215,S. Rode,Germany,78,80,Borussia Dortmund
199767,M. van Ginkel,Netherlands,78,82,PSV
199626,André André,Portugal,78,78,FC Porto
199602,J. Guidetti,Sweden,78,82,RC Celta de Vigo
199304,Danilo,Brazil,78,81,Manchester City
199069,V. Aboubakar,Cameroon,78,82,FC Porto
199042,C. Aránguiz,Chile,78,78,Bayer 04 Leverkusen
198614,Raúl Navas,Spain,78,79,Real Sociedad
198584,K. Mbodj,Senegal,78,80,RSC Anderlecht
198329,Rodrigo,Spain,78,81,Valencia CF
198140,R. Funes Mori,Argentina,78,81,Monterrey
198113,M. Höger,Germany,78,78,1. FC Köln
197225,N. Lodeiro,Uruguay,78,78,Seattle Sounders FC
197083,D. Caligiuri,Italy,78,78,FC Schalke 04
196889,S. Verdi,Italy,78,80,Bologna
196432,E. Pérez,Argentina,78,78,River Plate
196150,T. Gutiérrez,Colombia,78,78,CPD Junior Barranquilla
195671,C. Austin,England,78,78,Southampton
189296,E. Berisha,Albania,78,79,Atalanta
163186,G. Gillet,Belgium,78,78,Olympiakos CFP
142707,L. López,Argentina,78,78,Racing Club de Avellaneda
194932,A. Townsend,England,78,79,Crystal Palace
206198,D. Heintz,Germany,78,82,1. FC Köln
203895,Pozuelo,Spain,78,81,KRC Genk
157304,T. Vermaelen,Belgium,78,78,FC Barcelona
168312,I. Abate,Italy,78,78,Milan
134779,J. Briand,France,78,78,En Avant de Guingamp
204923,M. Sabitzer,Austria,78,82,RB Leipzig
216189,Capa,Spain,78,83,SD Eibar
112253,J. Toulalan,France,78,78,Girondins de Bordeaux
138110,Bruno Alves,Portugal,78,78,Rangers
16254,T. Howard,United States,78,78,Colorado Rapids
142721,M. Barovero,Argentina,78,78,Necaxa
199042,C. Aránguiz,Chile,78,78,Bayer 04 Leverkusen
223874,V. Rongier,France,78,84,FC Nantes
45186,Joaquín,Spain,78,78,Real Betis Balompié
207494,J. Lingard,England,78,80,Manchester United
168326,S. Bocchetti,Italy,78,78,Spartak Moscow
201095,A. Marchesín,Argentina,78,79,Club América
189575,Muniain,Spain,78,83,Athletic Club de Bilbao
199304,Danilo,Brazil,78,81,Manchester City
158856,C. Gentner,Germany,78,78,VfB Stuttgart
223627,O. Al Soma,Syria,78,78,Al Ahli
165517,F. Gago,Argentina,78,78,Boca Juniors
206222,Bigas,Spain,78,81,UD Las Palmas
213135,D. Origi,Belgium,78,85,VfL Wolfsburg
206225,D. Cheryshev,Russia,78,79,Villarreal CF
7826,R. van Persie,Netherlands,78,78,Fenerbahçe SK
178322,M. Layún,Mexico,78,78,FC Porto
201878,V. Eysseric,France,78,80,Fiorentina
202648,Sergi Darder,Spain,78,84,RCD Espanyol
213400,D. Laxalt,Uruguay,78,82,Genoa
209307,Tiago Volpi,Brazil,78,80,Querétaro
216475,Morales,Spain,78,78,Levante UD
199069,V. Aboubakar,Cameroon,78,82,FC Porto
210333,A. Szymanowski,Argentina,78,78,CD Leganés
188829,N. Nkoulou,Cameroon,78,79,Torino
112542,S. Ignashevich,Russia,78,78,CSKA Moscow
201119,Ismaily,Brazil,78,78,Shakhtar Donetsk
221087,Pau López,Spain,78,83,RCD Espanyol
168607,Rafinha,Brazil,78,78,FC Bayern Munich
227234,L. Tousart,France,78,87,Olympique Lyonnais
13732,J. Terry,England,78,78,Aston Villa
152996,P. Skjelbred,Norway,78,78,Hertha BSC Berlin
158372,I. Afellay,Netherlands,78,78,Stoke City
163492,N. Lombaerts,Belgium,78,78,KV Oostende
178085,Granero,Spain,78,78,RCD Espanyol
189606,J. Baumgartlinger,Austria,78,78,Bayer 04 Leverkusen
152999,R. Palacio,Argentina,78,78,Bologna
188840,Miguel Lopes,Portugal,78,78,Akhisar Belediyespor
189354,Susaeta,Spain,78,78,Athletic Club de Bilbao
153260,Hilton,Brazil,78,78,Montpellier Hérault SC
187052,Y. M'Vila,France,78,81,Rubin Kazan
211119,Pedro Santos,Portugal,78,78,Columbus Crew SC
212911,Hernâni,Portugal,78,79,FC Porto
225199,V. Koziello,France,78,85,OGC Nice
199602,J. Guidetti,Sweden,78,82,RC Celta de Vigo
194996,Borja Bastón,Spain,78,83,Málaga CF
158133,J. Farfán,Peru,78,78,Lokomotiv Moscow
186805,J. Montero,Ecuador,78,78,Getafe CF
201143,A. Mandi,Algeria,78,83,Real Betis Balompié
198584,K. Mbodj,Senegal,78,80,RSC Anderlecht
201144,M. Badelj,Croatia,78,78,Fiorentina
219576,R. Battaglia,Argentina,78,80,Sporting CP
165560,M. Ruben,Argentina,78,78,Rosario Central
123576,M. Borriello,Italy,78,78,Ferrara (SPAL)
198329,Rodrigo,Spain,78,81,Valencia CF
212153,R. Gagliardini,Italy,78,85,Inter
2492,Eliseu,Portugal,78,78,SL Benfica
208574,F. Kostić,Serbia,78,83,Hamburger SV
226753,A. Onana,Cameroon,78,85,Ajax
178625,Mosquera,Spain,78,78,RC Deportivo de La Coruña
188103,Rochina,Spain,78,80,Rubin Kazan
199626,André André,Portugal,78,78,FC Porto
216778,Rúben Semedo,Portugal,78,85,Villarreal CF
138699,B. Džemaili,Switzerland,78,78,Montreal Impact
203980,K. Fortounis,Greece,78,82,Olympiakos CFP
147660,S. Ryzhikov,Russia,78,78,Rubin Kazan
188879,A. N'Diaye,Senegal,78,80,Wolverhampton Wanderers
204240,B. Reynet,France,78,80,Dijon FCO
153296,Y. Gourcuff,France,78,78,Stade Rennais FC
186832,K. Asamoah,Ghana,78,78,Juventus
183249,R. Bobadilla,Paraguay,78,78,Borussia Mönchengladbach
192722,R. Hamouma,France,78,78,AS Saint-Étienne
227796,C. Pulisic,United States,78,89,Borussia Dortmund
174549,M. Fernández,Chile,78,78,Necaxa
186581,K. Honda,Japan,78,78,Pachuca
198614,Raúl Navas,Spain,78,79,Real Sociedad
187607,A. Dzyuba,Russia,78,78,Zenit St. Petersburg
124375,B. Yılmaz,Turkey,78,78,Trabzonspor
182744,J. Holebas,Greece,78,78,Watford
192984,K. Casteels,Belgium,78,81,VfL Wolfsburg
161754,Javi García,Spain,78,78,Real Betis Balompié
197083,D. Caligiuri,Italy,78,78,FC Schalke 04
192476,Fontàs,Spain,78,80,RC Celta de Vigo
169181,K. Vermeer,Netherlands,78,78,Feyenoord
222943,Jony,Spain,78,79,Málaga CF
192991,C. Tosun,Turkey,78,80,Beşiktaş JK
198113,M. Höger,Germany,78,78,1. FC Köln
157665,S. Dann,England,78,78,Crystal Palace
216547,Rafa,Portugal,78,83,SL Benfica
189157,Y. Bolasie,DR Congo,78,78,Everton
212198,Bruno Fernandes,Portugal,78,85,Sporting CP
187366,D. Glushakov,Russia,78,78,Spartak Moscow
188135,Juanfran,Spain,78,78,RC Deportivo de La Coruña
186345,K. Trippier,England,78,79,Tottenham Hotspur
169706,J. Cork,England,78,79,Burnley
180714,Guilherme,Russia,78,78,Lokomotiv Moscow
176619,A. Ramos,Colombia,78,78,Granada CF
155887,M. Bradley,United States,78,78,Toronto FC
189423,Souza,Brazil,78,79,Fenerbahçe SK
178160,T. Mangani,France,78,78,Angers SCO
212977,N. Stark,Germany,78,85,Hertha BSC Berlin
189681,Rafael,Brazil,78,78,Olympique Lyonnais
210930,Carles Gil,Spain,78,83,RC Deportivo de La Coruña
164082,Adriano,Brazil,78,78,Beşiktaş JK
189682,B. Mee,England,78,79,Burnley
207862,M. Ginter,Germany,78,82,Borussia Mönchengladbach
210679,Paulo Oliveira,Portugal,78,82,SD Eibar
155897,C. Dempsey,United States,78,78,Seattle Sounders FC
198140,R. Funes Mori,Argentina,78,81,Monterrey
206591,M. Weiser,Germany,78,85,Hertha BSC Berlin
160000,H. Briceldo,Chile,77,77,Colo-Colo
185090,B. Moukandjo,Cameroon,77,77,
197891,Juanmi,Spain,77,83,Real Sociedad
220932,L. Kalinić,Croatia,77,79,KAA Gent
183556,N. Subotić,Serbia,77,77,Borussia Dortmund
200197,N. Blandi,Argentina,77,78,San Lorenzo de Almagro
210950,P. De Blasis,Argentina,77,77,1. FSV Mainz 05
188166,M. Phillips,Scotland,77,78,West Bromwich Albion
193290,M. Braithwaite,Denmark,77,80,Middlesbrough
231691,A. Lafont,France,77,89,Toulouse FC
192012,D. Reyes,Mexico,77,82,FC Porto
146701,Iván Ramis,Spain,77,77,SD Eibar
161805,V. Behrami,Switzerland,77,77,Udinese
156432,G. Hoarau,France,77,77,BSC Young Boys
52752,T. Barnetta,Switzerland,77,77,FC St. Gallen
183569,E. Choupo-Moting,Cameroon,77,77,Stoke City
202515,Jesé,Spain,77,81,Stoke City
146963,J. Pinola,Argentina,77,77,River Plate
205590,Luís Hernández,Spain,77,78,Málaga CF
210455,Jonny,Spain,77,83,RC Celta de Vigo
181271,B. Dočkal,Czech Republic,77,77,
230168,Raphaelito Anjos,Brazil,77,77,Santos Futebol Clube
184089,M. Carcela-González,Morocco,77,77,Olympiakos CFP
205850,L. Pavoletti,Italy,77,77,Cagliari
45595,D. Bonera,Italy,77,77,Villarreal CF
205340,Marcelo,Brazil,77,77,Rio Ave FC
229148,Dalbert,Brazil,77,84,Inter
109852,G. McAuley,Northern Ireland,77,77,West Bromwich Albion
216349,A. Halilović,Croatia,77,85,UD Las Palmas
225309,N. Amiri,Germany,77,85,TSG 1899 Hoffenheim
185373,I. Popov,Bulgaria,77,77,Spartak Moscow
139038,N. Burdisso,Argentina,77,77,Torino
149791,W. Hoolahan,Republic of Ireland,77,77,Norwich City
230431,Sidney Pessinho,Brazil,77,77,Grêmio Foot-Ball Porto Alegrense
194079,A. Potuk,Turkey,77,80,Fenerbahçe SK
198688,F. Pogba,Guinea,77,80,AS Saint-Étienne
173857,M. Andújar,Argentina,77,77,Estudiantes de La Plata
232226,D. Boyko,Ukraine,77,77,Beşiktaş JK
203299,A. Carrillo,Peru,77,78,Watford
172835,M. Andreolli,Italy,77,77,Cagliari
200228,Bruno,Spain,77,80,Getafe CF
212772,O. Duarte,Costa Rica,77,77,RCD Espanyol
224293,Rúben Neves,Portugal,77,86,Wolverhampton Wanderers
210214,Jozabed,Spain,77,80,RC Celta de Vigo
215079,P. Pérez,Argentina,77,77,Boca Juniors
